host;ip;port;lastseen;delay;cid;country_code;country_name;city;checks_up;checks_down;anon;http;ssl;socks4;socks5
141.101.122.134;141.101.122.134;80;9084;120;6255149;;;;10187;733;1;1;0;0;0
172.67.70.15;172.67.70.15;80;9084;140;6252001;US;United States;;9005;748;1;1;0;0;0
172.67.161.224;172.67.161.224;80;9084;120;6252001;US;United States;;5078;761;1;1;0;0;0
172.64.147.82;172.64.147.82;80;9084;160;0;;;;1724;747;1;1;0;0;0
172.67.231.45;172.67.231.45;80;9084;140;0;;;;1375;774;1;1;0;0;0
172.67.182.104;172.67.182.104;80;9200;140;6252001;US;United States;;21704;873;1;1;0;0;0
141.101.121.19;141.101.121.19;80;9200;120;6255149;;;;10155;723;1;1;0;0;0
141.101.121.52;141.101.121.52;80;9200;160;6255149;;;;10119;749;1;1;0;0;0
172.67.161.200;172.67.161.200;80;9200;140;6252001;US;United States;;5064;752;1;1;0;0;0
141.101.113.167;141.101.113.167;80;9200;120;0;;;;86;83;1;1;0;0;0
108.162.193.128;108.162.193.128;80;9200;120;0;;;;94;70;1;1;0;0;0
38.60.196.214;38.60.196.214;80;9312;2280;2643743;GB;United Kingdom;London;216;105;4;1;0;0;0
173.245.49.20;173.245.49.20;80;9320;120;2988507;FR;France;Paris;17004;867;1;1;0;0;0
23.227.38.120;23.227.38.120;80;9320;120;6251999;CA;Canada;;13994;884;1;1;0;0;0
172.66.40.203;172.66.40.203;80;9320;120;6252001;US;United States;;10874;787;1;1;0;0;0
141.101.120.117;141.101.120.117;80;9320;160;6255149;;;;10224;744;1;1;0;0;0
141.101.121.224;141.101.121.224;80;9320;100;6255149;;;;10158;741;1;1;0;0;0
141.101.121.209;141.101.121.209;80;9320;100;6255149;;;;10108;754;1;1;0;0;0
141.101.123.132;141.101.123.132;80;9320;120;6255149;;;;10075;767;1;1;0;0;0
172.64.149.30;172.64.149.30;80;9320;160;6252001;US;United States;;9310;787;1;1;0;0;0
23.227.39.221;23.227.39.221;80;9320;120;6094817;CA;Canada;Ottawa;7056;742;1;1;0;0;0
event.skillacademy.com;188.114.97.1;80;9320;120;0;;;;2692;783;1;1;0;0;0
172.67.97.21;172.67.97.21;80;9320;120;0;;;;1762;731;1;1;0;0;0
185.146.173.128;185.146.173.128;80;9320;120;2661886;SE;Sweden;;146;112;1;1;0;0;0
141.101.114.87;141.101.114.87;80;9352;120;6255149;;;;21813;905;1;1;0;0;0
www.rosehosting.com;8.6.112.6;80;9352;100;2759794;NL;Netherlands;Amsterdam;10005;846;1;1;0;0;0
172.67.214.66;172.67.214.66;80;9352;160;6252001;US;United States;;10301;813;1;1;0;0;0
172.67.64.19;172.67.64.19;80;9352;160;6252001;US;United States;;7749;769;1;1;0;0;0
demi.ns.cloudflare.com;173.245.58.95;80;9352;100;0;;;;3639;750;1;1;0;0;0
108.162.193.22;108.162.193.22;80;9352;120;0;;;;158;81;1;1;0;0;0
auth.midtrans.com;8.47.69.6;80;9352;120;0;;;;80;68;1;1;0;0;0
185.162.231.179;185.162.231.179;80;9370;3640;174982;AM;Armenia;;13581;1008;1;1;0;0;0
172.67.167.67;172.67.167.67;80;9373;120;6252001;US;United States;;14076;860;1;1;0;0;0
172.67.221.193;172.67.221.193;80;9373;140;6252001;US;United States;;10715;846;1;1;0;0;0
172.67.163.110;172.67.163.110;80;9373;100;6252001;US;United States;;10741;820;1;1;0;0;0
172.66.40.219;172.66.40.219;80;9373;160;6252001;US;United States;;10126;763;1;1;0;0;0
141.101.120.188;141.101.120.188;80;9373;120;6255149;;;;10186;782;1;1;0;0;0
172.67.88.34;172.67.88.34;80;9373;120;6252001;US;United States;;10072;756;1;1;0;0;0
172.67.126.212;172.67.126.212;80;9373;160;6252001;US;United States;;9207;751;1;1;0;0;0
172.67.70.151;172.67.70.151;80;9373;120;6252001;US;United States;;8965;747;1;1;0;0;0
172.67.180.65;172.67.180.65;80;9373;120;0;;;;1624;736;1;1;0;0;0
8.35.211.136;8.35.211.136;80;9373;140;0;;;;93;85;1;1;0;0;0
8.35.211.34;8.35.211.34;80;9373;160;0;;;;152;106;1;1;0;0;0
141.101.113.37;141.101.113.37;80;9373;100;0;;;;130;94;1;1;0;0;0
172.67.97.125;172.67.97.125;80;9373;140;0;;;;96;81;1;1;0;0;0
172.67.146.139;172.67.146.139;80;9415;140;6252001;US;United States;;21910;890;1;1;0;0;0
172.67.181.17;172.67.181.17;80;9415;140;6252001;US;United States;;21647;865;1;1;0;0;0
172.67.71.85;172.67.71.85;80;9415;140;6252001;US;United States;;19995;782;1;1;0;0;0
23.227.38.10;23.227.38.10;80;9415;140;6251999;CA;Canada;;14792;854;1;1;0;0;0
172.67.176.89;172.67.176.89;80;9415;140;6252001;US;United States;;14025;864;1;1;0;0;0
172.67.176.160;172.67.176.160;80;9415;120;6252001;US;United States;;14001;854;1;1;0;0;0
172.67.177.24;172.67.177.24;80;9415;120;6252001;US;United States;;13992;879;1;1;0;0;0
172.67.177.216;172.67.177.216;80;9415;160;6252001;US;United States;;14018;878;1;1;0;0;0
172.67.192.55;172.67.192.55;80;9415;160;6252001;US;United States;;11570;838;1;1;0;0;0
141.101.122.68;141.101.122.68;80;9415;140;6255149;;;;10018;768;1;1;0;0;0
172.67.67.88;172.67.67.88;80;9415;140;6252001;US;United States;;10232;753;1;1;0;0;0
23.227.39.154;23.227.39.154;80;9415;120;6251999;CA;Canada;;10103;741;1;1;0;0;0
66.235.200.47;66.235.200.47;80;9415;140;6252001;US;United States;;9241;796;1;1;0;0;0
66.235.200.12;66.235.200.12;80;9415;100;6252001;US;United States;;9085;777;1;1;0;0;0
172.67.215.86;172.67.215.86;80;9415;120;6252001;US;United States;;8765;789;1;1;0;0;0
66.235.200.50;66.235.200.50;80;9415;120;6252001;US;United States;;8424;763;1;1;0;0;0
160.153.0.1;160.153.0.1;80;9415;20;2759794;NL;Netherlands;Amsterdam;8013;820;1;1;0;0;0
23.227.39.16;23.227.39.16;80;9415;100;6094817;CA;Canada;Ottawa;7495;744;1;1;0;0;0
185.238.228.225;185.238.228.225;80;9415;40;2510769;ES;Spain;;6820;842;1;1;0;0;0
172.67.185.77;172.67.185.77;80;9415;160;0;;;;1413;760;1;1;0;0;0
141.101.113.32;141.101.113.32;80;9415;140;0;;;;113;85;1;1;0;0;0
172.67.134.95;172.67.134.95;80;9415;100;0;;;;119;93;1;1;0;0;0
172.64.81.42;172.64.81.42;80;9415;160;0;;;;110;81;1;1;0;0;0
141.101.113.190;141.101.113.190;80;9415;140;0;;;;115;63;1;1;0;0;0
172.67.182.113;172.67.182.113;80;9518;160;6252001;US;United States;;21993;862;1;1;0;0;0
172.67.180.155;172.67.180.155;80;9518;140;6252001;US;United States;;14444;907;1;1;0;0;0
172.67.170.13;172.67.170.13;80;9518;160;6252001;US;United States;;12067;837;1;1;0;0;0
172.67.75.151;172.67.75.151;80;9518;140;6252001;US;United States;;11864;772;1;1;0;0;0
172.67.75.177;172.67.75.177;80;9518;140;6252001;US;United States;;11890;767;1;1;0;0;0
185.238.228.120;185.238.228.120;80;9518;20;2510769;ES;Spain;;11279;924;1;1;0;0;0
141.101.120.53;141.101.120.53;80;9518;140;6255149;;;;10042;776;1;1;0;0;0
141.101.123.69;141.101.123.69;80;9518;120;6255149;;;;10078;754;1;1;0;0;0
66.235.200.60;66.235.200.60;80;9518;140;6252001;US;United States;;8380;782;1;1;0;0;0
66.235.200.176;66.235.200.176;80;9518;120;6252001;US;United States;;7068;758;1;1;0;0;0
172.67.161.233;172.67.161.233;80;9518;120;6252001;US;United States;;5034;753;1;1;0;0;0
172.64.35.35;172.64.35.35;80;9518;140;0;;;;1714;728;1;1;0;0;0
108.162.193.34;108.162.193.34;80;9518;160;0;;;;182;121;1;1;0;0;0
141.101.113.38;141.101.113.38;80;9518;140;0;;;;63;59;1;1;0;0;0
172.67.162.127;172.67.162.127;80;9519;160;6252001;US;United States;;20564;869;1;1;0;0;0
172.67.176.179;172.67.176.179;80;9519;160;6252001;US;United States;;13946;877;1;1;0;0;0
172.67.177.188;172.67.177.188;80;9519;160;6252001;US;United States;;13967;886;1;1;0;0;0
23.227.39.7;23.227.39.7;80;9519;160;6094817;CA;Canada;Ottawa;7150;731;1;1;0;0;0
172.67.171.210;172.67.171.210;80;9636;1700;6252001;US;United States;;12216;836;1;1;0;0;0
172.67.181.110;172.67.181.110;80;9638;140;6252001;US;United States;;21890;852;1;1;0;0;0
172.67.170.21;172.67.170.21;80;9638;160;6252001;US;United States;;12088;833;1;1;0;0;0
172.67.181.238;172.67.181.238;80;9638;120;6252001;US;United States;;11595;824;1;1;0;0;0
188.114.97.0;188.114.97.0;80;9638;100;2759794;NL;Netherlands;Amsterdam;11321;800;1;1;0;0;0
172.67.79.65;172.67.79.65;80;9638;120;6252001;US;United States;;11336;751;1;1;0;0;0
141.101.120.46;141.101.120.46;80;9638;120;6255149;;;;10167;748;1;1;0;0;0
141.101.121.64;141.101.121.64;80;9638;120;6255149;;;;10024;770;1;1;0;0;0
141.101.121.245;141.101.121.245;80;9638;100;6255149;;;;10096;733;1;1;0;0;0
141.101.121.174;141.101.121.174;80;9638;100;6255149;;;;10058;762;1;1;0;0;0
141.101.122.249;141.101.122.249;80;9638;140;6255149;;;;10201;726;1;1;0;0;0
23.227.39.125;23.227.39.125;80;9638;100;6094817;CA;Canada;Ottawa;9880;756;1;1;0;0;0
172.67.176.61;172.67.176.61;80;9638;120;6252001;US;United States;;8823;821;1;1;0;0;0
172.67.70.38;172.67.70.38;80;9638;160;6252001;US;United States;;8987;715;1;1;0;0;0
172.67.70.49;172.67.70.49;80;9638;160;6252001;US;United States;;8891;758;1;1;0;0;0
172.67.70.221;172.67.70.221;80;9638;140;6252001;US;United States;;9016;762;1;1;0;0;0
172.67.227.119;172.67.227.119;80;9638;120;6252001;US;United States;;8754;819;1;1;0;0;0
66.235.200.151;66.235.200.151;80;9638;100;6252001;US;United States;;7423;750;1;1;0;0;0
172.67.165.60;172.67.165.60;80;9638;160;6252001;US;United States;;5132;766;1;1;0;0;0
it.shopify.com;185.146.173.20;80;9638;120;2661886;SE;Sweden;;3775;764;1;1;0;0;0
alex.ns.cloudflare.com;108.162.193.100;80;9638;120;0;;;;3416;764;1;1;0;0;0
172.67.153.119;172.67.153.119;80;9638;140;0;;;;1827;746;1;1;0;0;0
141.101.114.84;141.101.114.84;80;9638;100;0;;;;194;128;1;1;0;0;0
188.114.97.46;188.114.97.46;80;9638;120;0;;;;146;102;1;1;0;0;0
108.162.193.105;108.162.193.105;80;9638;160;0;;;;100;77;1;1;0;0;0
172.67.126.41;172.67.126.41;80;9669;160;6252001;US;United States;;5492;737;1;1;0;0;0
141.101.115.217;141.101.115.217;80;9669;160;0;;;;185;118;1;1;0;0;0
65.109.176.217;65.109.176.217;80;9791;1200;658225;FI;Finland;Helsinki;249;108;4;1;0;0;0
103.21.244.39;103.21.244.39;80;9798;40;4744870;US;United States;Ashburn;10722;822;1;1;0;0;0
192.145.173.101;192.145.173.101;8080;9856;3700;53654;SO;Somalia;Mogadishu;14;177;1;1;0;0;0
173.245.49.72;173.245.49.72;80;9905;4640;2988507;FR;France;Paris;13930;879;1;1;0;0;0
141.101.120.232;141.101.120.232;80;9905;4640;6255149;;;;10195;749;1;1;0;0;0
108.162.194.150;108.162.194.150;80;9905;4540;0;;;;171;106;1;1;0;0;0
141.101.123.227;141.101.123.227;80;9906;3940;6255149;;;;16722;803;1;1;0;0;0
173.245.49.36;173.245.49.36;80;9906;3840;2988507;FR;France;Paris;16098;864;1;1;0;0;0
172.67.68.83;172.67.68.83;80;9906;3940;6252001;US;United States;;8744;742;1;1;0;0;0
172.67.101.185;172.67.101.185;80;9906;3840;6252001;US;United States;;7988;726;1;1;0;0;0
141.101.122.50;141.101.122.50;80;9907;3140;6255149;;;;10134;754;1;1;0;0;0
172.67.70.252;172.67.70.252;80;9907;3140;6252001;US;United States;;5332;721;1;1;0;0;0
23.227.38.39;23.227.38.39;80;9910;140;6251999;CA;Canada;;14053;876;1;1;0;0;0
141.101.120.149;141.101.120.149;80;9910;160;6255149;;;;10183;746;1;1;0;0;0
141.101.122.6;141.101.122.6;80;9910;120;6255149;;;;10210;731;1;1;0;0;0
172.64.85.128;172.64.85.128;80;9910;100;6252001;US;United States;;9656;781;1;1;0;0;0
172.67.161.218;172.67.161.218;80;9910;140;6252001;US;United States;;5055;738;1;1;0;0;0
141.101.114.233;141.101.114.233;80;9910;100;0;;;;188;124;1;1;0;0;0
172.67.71.105;172.67.71.105;80;9910;120;0;;;;76;59;1;1;0;0;0
45.131.5.26;45.131.5.26;80;9920;1840;2750405;NL;Netherlands;;7718;816;1;1;0;0;0
23.227.38.254;23.227.38.254;80;9921;120;6251999;CA;Canada;;13909;867;1;1;0;0;0
141.101.121.211;141.101.121.211;80;9921;140;6255149;;;;10079;771;1;1;0;0;0
141.101.123.41;141.101.123.41;80;9921;120;6255149;;;;10083;747;1;1;0;0;0
141.101.123.183;141.101.123.183;80;9921;180;6255149;;;;10082;721;1;1;0;0;0
66.235.200.65;66.235.200.65;80;9921;160;6252001;US;United States;;8931;769;1;1;0;0;0
173.245.49.200;173.245.49.200;80;9921;120;2988507;FR;France;Paris;8216;782;1;1;0;0;0
172.67.229.36;172.67.229.36;80;9921;140;6252001;US;United States;;6243;771;1;1;0;0;0
172.67.141.247;172.67.141.247;80;9921;160;0;;;;3563;719;1;1;0;0;0
188.114.99.78;188.114.99.78;80;9921;120;0;;;;3006;770;1;1;0;0;0
188.114.99.54;188.114.99.54;80;9921;120;0;;;;3049;728;1;1;0;0;0
rea.ruangguru.com;188.114.97.1;80;9921;100;2761369;AT;Austria;Vienna;866;751;1;1;0;0;0
141.101.113.178;141.101.113.178;80;9921;160;0;;;;128;100;1;1;0;0;0
status.midtrans.com;8.47.69.6;80;9921;120;0;;;;89;70;1;1;0;0;0
172.67.181.115;172.67.181.115;80;9922;160;6252001;US;United States;;21896;845;1;1;0;0;0
172.67.181.162;172.67.181.162;80;9922;160;6252001;US;United States;;21790;889;1;1;0;0;0
172.67.181.6;172.67.181.6;80;9922;140;6252001;US;United States;;21745;872;1;1;0;0;0
141.101.123.2;141.101.123.2;80;9922;140;6255149;;;;18044;832;1;1;0;0;0
172.67.181.105;172.67.181.105;80;9922;120;6252001;US;United States;;14939;884;1;1;0;0;0
172.67.167.171;172.67.167.171;80;9922;160;6252001;US;United States;;14085;862;1;1;0;0;0
141.101.120.193;141.101.120.193;80;9922;160;6255149;;;;10190;769;1;1;0;0;0
141.101.121.4;141.101.121.4;80;9922;160;6255149;;;;10079;759;1;1;0;0;0
141.101.123.29;141.101.123.29;80;9922;120;6255149;;;;10087;745;1;1;0;0;0
66.235.200.59;66.235.200.59;80;9922;100;6252001;US;United States;;9320;759;1;1;0;0;0
172.67.70.183;172.67.70.183;80;9922;160;6252001;US;United States;;8964;752;1;1;0;0;0
120.92.211.211;120.92.211.211;7890;9987;5100;1814991;CN;China;;43;103;4;1;0;0;0
172.67.177.186;172.67.177.186;80;10011;4660;6252001;US;United States;;13951;891;1;1;0;0;0
185.238.228.147;185.238.228.147;80;10011;4520;2510769;ES;Spain;;11737;912;1;1;0;0;0
172.67.134.77;172.67.134.77;80;10011;4640;0;;;;99;74;1;1;0;0;0
172.200.72.48;172.200.72.48;80;10014;700;4748634;US;United States;Boydton;295;52;3;1;0;0;0
status.shopify.com;185.146.173.20;80;10015;180;2661886;SE;Sweden;;3808;755;1;1;0;0;0
141.193.213.239;141.193.213.239;80;10026;20;6252001;US;United States;;11466;889;1;1;0;0;0
172.67.75.164;172.67.75.164;80;10026;160;6252001;US;United States;;11588;781;1;1;0;0;0
172.67.85.32;172.67.85.32;80;10026;140;6252001;US;United States;;10848;762;1;1;0;0;0
172.66.41.194;172.66.41.194;80;10026;80;6252001;US;United States;;10325;765;1;1;0;0;0
141.101.123.238;141.101.123.238;80;10026;140;6255149;;;;10094;753;1;1;0;0;0
172.64.149.28;172.64.149.28;80;10026;140;6252001;US;United States;;9289;769;1;1;0;0;0
154.16.146.48;154.16.146.48;80;10137;3580;5419384;US;United States;Denver;2975;2290;4;1;0;0;0
176.236.37.132;176.236.37.132;1080;10138;500;303195;TR;Turkey;Osmaniye;4251;11019;4;0;0;1;0
182.155.254.159;182.155.254.159;80;10147;1580;1668399;TW;Taiwan;Taichung;6214;2886;4;1;0;0;0
172.67.192.50;172.67.192.50;80;10151;100;6252001;US;United States;;11633;821;1;1;0;0;0
172.67.161.212;172.67.161.212;80;10151;1620;6252001;US;United States;;5072;753;1;1;0;0;0
141.101.120.231;141.101.120.231;80;10152;160;6255149;;;;10142;767;1;1;0;0;0
172.67.167.86;172.67.167.86;80;10152;140;6252001;US;United States;;7881;790;1;1;0;0;0
172.67.70.194;172.67.70.194;80;10153;160;6252001;US;United States;;16164;817;1;1;0;0;0
185.162.229.220;185.162.229.220;80;10153;20;174982;AM;Armenia;;13840;949;1;1;0;0;0
172.67.171.219;172.67.171.219;80;10153;140;6252001;US;United States;;13762;836;1;1;0;0;0
141.101.121.116;141.101.121.116;80;10153;160;6255149;;;;10155;750;1;1;0;0;0
141.101.122.121;141.101.122.121;80;10153;80;6255149;;;;10184;751;1;1;0;0;0
141.101.122.165;141.101.122.165;80;10153;160;6255149;;;;10096;747;1;1;0;0;0
45.131.7.185;45.131.7.185;80;10153;20;2750405;NL;Netherlands;;9739;870;1;1;0;0;0
23.227.39.175;23.227.39.175;80;10153;140;6094817;CA;Canada;Ottawa;9850;777;1;1;0;0;0
141.193.213.154;141.193.213.154;80;10153;20;6252001;US;United States;;7486;838;1;1;0;0;0
172.66.41.4;172.66.41.4;80;10153;80;6252001;US;United States;;6842;732;1;1;0;0;0
172.67.255.22;172.67.255.22;80;10153;140;6252001;US;United States;;4716;752;1;1;0;0;0
172.64.147.119;172.64.147.119;80;10153;160;5391959;US;United States;San Francisco;4227;747;1;1;0;0;0
172.64.33.158;172.64.33.158;80;10153;160;0;;;;3548;737;1;1;0;0;0
188.114.96.178;188.114.96.178;80;10153;100;0;;;;3011;762;1;1;0;0;0
172.64.229.27;172.64.229.27;80;10153;160;0;;;;2500;747;1;1;0;0;0
172.64.80.28;172.64.80.28;80;10153;140;0;;;;1686;737;1;1;0;0;0
141.101.114.189;141.101.114.189;80;10153;160;0;;;;173;114;1;1;0;0;0
172.66.47.196;172.66.47.196;80;10215;160;6252001;US;United States;;4980;746;1;1;0;0;0
eisa.codeandscale.com;188.114.96.1;80;10215;140;0;;;;2910;796;1;1;0;0;0
ip72-195-101-99.oc.oc.cox.net;72.195.101.99;4145;10220;880;6252001;US;United States;;3259;422;4;0;0;1;0
172.64.159.2;172.64.159.2;80;10227;80;6252001;US;United States;;11242;782;1;1;0;0;0
141.101.121.37;141.101.121.37;80;10227;120;6255149;;;;9972;767;1;1;0;0;0
176.236.46.147;176.236.46.147;80;10243;4920;745044;TR;Turkey;Istanbul;179;165;1;1;0;0;0
172.67.138.108;172.67.138.108;80;10244;4660;6252001;US;United States;;13994;867;1;1;0;0;0
141.193.213.62;141.193.213.62;80;10244;4520;6252001;US;United States;;8081;824;1;1;0;0;0
190.93.244.24;190.93.244.24;80;10249;140;5392171;US;United States;San Jose;20340;890;1;1;0;0;0
172.67.240.126;172.67.240.126;80;10249;160;6252001;US;United States;;10926;804;1;1;0;0;0
172.67.178.152;172.67.178.152;80;10249;140;6252001;US;United States;;10436;830;1;1;0;0;0
141.101.120.234;141.101.120.234;80;10249;120;6255149;;;;10135;765;1;1;0;0;0
172.67.216.72;172.67.216.72;80;10249;120;6252001;US;United States;;9468;828;1;1;0;0;0
66.235.200.123;66.235.200.123;80;10249;140;6252001;US;United States;;4061;766;1;1;0;0;0
get.ruangguru.com;188.114.96.1;80;10249;100;2761369;AT;Austria;Vienna;839;760;1;1;0;0;0
195.85.23.107;195.85.23.107;80;10249;100;3077311;CZ;Czech Republic;;183;101;1;1;0;0;0
141.101.115.26;141.101.115.26;80;10259;160;6255149;;;;21436;883;1;1;0;0;0
172.67.167.131;172.67.167.131;80;10259;120;6252001;US;United States;;11392;856;1;1;0;0;0
103.21.244.154;103.21.244.154;80;10259;40;4744870;US;United States;Ashburn;10744;816;1;1;0;0;0
141.101.120.79;141.101.120.79;80;10259;160;6255149;;;;10167;739;1;1;0;0;0
141.101.122.131;141.101.122.131;80;10259;80;6255149;;;;10069;756;1;1;0;0;0
141.101.122.192;141.101.122.192;80;10259;140;6255149;;;;10126;737;1;1;0;0;0
66.235.200.67;66.235.200.67;80;10259;100;6252001;US;United States;;9252;769;1;1;0;0;0
store.shopify.com;185.146.173.20;80;10259;120;2661886;SE;Sweden;;3766;752;1;1;0;0;0
kibana-staging.cakap.com;188.114.96.1;80;10259;120;0;;;;3439;786;1;1;0;0;0
172.64.78.69;172.64.78.69;80;10259;240;0;;;;3822;147;1;1;0;0;0
8.35.211.13;8.35.211.13;80;10259;160;0;;;;166;102;1;1;0;0;0
172.64.159.95;172.64.159.95;80;10259;120;0;;;;153;100;1;1;0;0;0
172.64.68.92;172.64.68.92;80;10280;100;6252001;US;United States;;15525;823;1;1;0;0;0
172.64.147.250;172.64.147.250;80;10280;140;6252001;US;United States;;10570;773;1;1;0;0;0
66.235.200.172;66.235.200.172;80;10280;80;6252001;US;United States;;9478;765;1;1;0;0;0
172.67.71.152;172.67.71.152;80;10280;120;6252001;US;United States;;6958;754;1;1;0;0;0
supply.shopify.com;185.146.173.20;80;10280;160;2661886;SE;Sweden;;3751;780;1;1;0;0;0
8.35.211.1;8.35.211.1;80;10280;140;0;;;;95;79;1;1;0;0;0
45.12.31.132;45.12.31.132;80;10281;20;798549;RO;Romania;;13580;984;1;1;0;0;0
172.67.192.63;172.67.192.63;80;10281;140;6252001;US;United States;;11612;841;1;1;0;0;0
66.235.200.99;66.235.200.99;80;10281;160;6252001;US;United States;;9526;781;1;1;0;0;0
utbk.ruangguru.com;188.114.96.1;80;10281;140;3060972;SK;Slovakia;Bratislava;891;752;1;1;0;0;0
108.162.194.49;108.162.194.49;80;10281;140;0;;;;177;141;1;1;0;0;0
203.19.38.114;203.19.38.114;1080;10373;1020;1814991;CN;China;;28262;19648;4;1;0;0;0
172.67.101.180;172.67.101.180;80;10380;120;6252001;US;United States;;10912;755;1;1;0;0;0
172.67.206.105;172.67.206.105;80;10397;4560;6252001;US;United States;;11064;797;1;1;0;0;0
66.235.200.54;66.235.200.54;80;10397;4560;6252001;US;United States;;9430;758;1;1;0;0;0
40.177.65.8;40.177.65.8;80;10400;520;5913490;CA;Canada;Calgary;2037;99;3;1;0;0;0
172.67.185.214;172.67.185.214;80;10401;120;6252001;US;United States;;13222;841;1;1;0;0;0
141.101.123.142;141.101.123.142;80;10401;120;6255149;;;;10069;778;1;1;0;0;0
172.64.151.24;172.64.151.24;80;10401;180;6252001;US;United States;;5460;761;1;1;0;0;0
141.101.121.144;141.101.121.144;80;10408;4700;6255149;;;;10215;739;1;1;0;0;0
172.67.180.243;172.67.180.243;80;10412;120;6252001;US;United States;;11886;849;1;1;0;0;0
172.67.192.51;172.67.192.51;80;10412;140;6252001;US;United States;;11652;831;1;1;0;0;0
172.67.173.124;172.67.173.124;80;10412;140;6252001;US;United States;;10994;831;1;1;0;0;0
23.227.39.44;23.227.39.44;80;10412;80;6094817;CA;Canada;Ottawa;7067;750;1;1;0;0;0
104.197.218.238;104.197.218.238;8080;10421;3280;4852832;US;United States;Council Bluffs;290;2;4;1;0;0;0
23.227.39.180;23.227.39.180;80;10423;200;6094817;CA;Canada;Ottawa;8257;759;1;1;0;0;0
66.235.200.27;66.235.200.27;80;10487;4140;6252001;US;United States;;8393;777;1;1;0;0;0
45.131.7.52;45.131.7.52;80;10487;3360;2750405;NL;Netherlands;;6819;840;1;1;0;0;0
174.136.204.40;174.136.204.40;80;10519;3140;5368361;US;United States;Los Angeles;328;82;4;1;0;0;0
172.67.72.1;172.67.72.1;80;10520;4600;6252001;US;United States;;14103;782;1;1;0;0;0
141.101.120.238;141.101.120.238;80;10520;4600;6255149;;;;10110;750;1;1;0;0;0
188.114.96.85;188.114.96.85;80;10520;3240;2759794;NL;Netherlands;Amsterdam;9979;807;1;1;0;0;0
172.67.182.93;172.67.182.93;80;10523;160;6252001;US;United States;;21873;869;1;1;0;0;0
172.67.70.233;172.67.70.233;80;10523;160;6252001;US;United States;;16263;799;1;1;0;0;0
172.67.177.23;172.67.177.23;80;10524;140;6252001;US;United States;;13943;866;1;1;0;0;0
141.101.120.146;141.101.120.146;80;10524;160;6255149;;;;10145;746;1;1;0;0;0
160.251.142.232;160.251.142.232;80;10529;1160;1861060;JP;Japan;;1548;1169;4;1;0;0;0
172.67.181.152;172.67.181.152;80;10531;4580;6252001;US;United States;;21980;879;1;1;0;0;0
172.67.190.88;172.67.190.88;80;10531;4680;6252001;US;United States;;15512;859;1;1;0;0;0
23.227.39.49;23.227.39.49;80;10531;4580;6094817;CA;Canada;Ottawa;9361;787;1;1;0;0;0
34.146.60.198;34.146.60.198;80;10531;3580;1850147;JP;Japan;Tokyo;436;11;4;1;0;0;0
188.114.96.160;188.114.96.160;80;10532;3380;2759794;NL;Netherlands;Amsterdam;11282;820;1;1;0;0;0
141.101.120.72;141.101.120.72;80;10532;3280;6255149;;;;10117;741;1;1;0;0;0
141.101.123.134;141.101.123.134;80;10532;3320;6255149;;;;10147;732;1;1;0;0;0
188.114.97.197;188.114.97.197;80;10532;2600;0;;;;2948;744;1;1;0;0;0
141.101.113.188;141.101.113.188;80;10532;2620;0;;;;127;85;1;1;0;0;0
108.162.193.37;108.162.193.37;80;10532;3280;0;;;;145;80;1;1;0;0;0
141.101.113.150;141.101.113.150;80;10532;3280;0;;;;100;83;1;1;0;0;0
13.230.34.30;13.230.34.30;80;10533;1040;1850147;JP;Japan;Tokyo;6316;331;3;1;0;0;0
173.245.49.31;173.245.49.31;80;10535;140;2988507;FR;France;Paris;17021;864;1;1;0;0;0
23.227.38.171;23.227.38.171;80;10535;200;6251999;CA;Canada;;13933;857;1;1;0;0;0
172.67.172.152;172.67.172.152;80;10535;200;6252001;US;United States;;11938;849;1;1;0;0;0
141.101.121.71;141.101.121.71;80;10535;140;6255149;;;;10077;756;1;1;0;0;0
172.67.70.148;172.67.70.148;80;10535;160;6252001;US;United States;;8917;773;1;1;0;0;0
141.101.123.176;141.101.123.176;80;10535;160;6255149;;;;8957;717;1;1;0;0;0
talks.telenet.be;8.47.69.6;80;10535;80;2761369;AT;Austria;Vienna;3032;786;1;1;0;0;0
188.114.99.173;188.114.99.173;80;10535;140;0;;;;2997;766;1;1;0;0;0
188.114.99.19;188.114.99.19;80;10535;140;0;;;;2996;769;1;1;0;0;0
111.120.8.205;111.120.8.205;8085;10535;5100;1814991;CN;China;;76;70;4;1;0;0;0
141.101.113.202;141.101.113.202;80;10535;140;0;;;;95;84;1;1;0;0;0
154.16.146.46;154.16.146.46;80;10536;600;5419384;US;United States;Denver;3527;2751;4;1;0;0;0
188.239.43.6;188.239.43.6;80;10544;1200;1880252;SG;Singapore;Singapore;119;92;1;1;0;0;0
154.205.147.214;154.205.147.214;80;10545;1280;287286;OM;Oman;Muscat;123;64;4;1;0;0;0
172.64.78.71;172.64.78.71;80;10546;140;0;;;;2469;138;1;1;0;0;0
172.67.177.231;172.67.177.231;80;10547;140;6252001;US;United States;;13912;887;1;1;0;0;0
172.67.75.168;172.67.75.168;80;10547;160;6252001;US;United States;;11885;784;1;1;0;0;0
141.101.120.92;141.101.120.92;80;10547;120;6255149;;;;10130;726;1;1;0;0;0
141.101.123.170;141.101.123.170;80;10547;160;6255149;;;;10172;762;1;1;0;0;0
172.64.151.110;172.64.151.110;80;10547;100;6252001;US;United States;;5193;757;1;1;0;0;0
