host;ip;port;lastseen;delay;cid;country_code;country_name;city;checks_up;checks_down;anon;http;ssl;socks4;socks5
172.67.89.222;172.67.89.222;80;4877;140;6252001;US;United States;;10011;780;1;1;0;0;0
172.67.229.100;172.67.229.100;80;4877;120;6252001;US;United States;;8770;826;1;1;0;0;0
172.67.180.90;172.67.180.90;80;4877;140;6252001;US;United States;;5099;752;1;1;0;0;0
172.67.230.199;172.67.230.199;80;4877;140;6252001;US;United States;;4564;745;1;1;0;0;0
188.114.99.103;188.114.99.103;80;4877;140;0;;;;2977;766;1;1;0;0;0
103.189.218.158;103.189.218.158;1080;4908;1580;1210997;BD;Bangladesh;;74;1168;4;0;0;0;1
192.111.137.34;192.111.137.34;18765;4911;1060;6252001;US;United States;;26467;26558;4;0;0;0;1
208.65.90.3;208.65.90.3;4145;4914;900;6252001;US;United States;;6678;3375;4;0;0;1;0
203.189.151.19;203.189.151.19;1080;4914;2480;1821306;KH;Cambodia;Phnom Penh;110;109;4;0;0;0;1
184.178.172.5;184.178.172.5;15303;4915;1020;6252001;US;United States;;65535;35463;4;0;0;1;0
184.178.172.25;184.178.172.25;15291;4915;1000;6252001;US;United States;;61832;32989;4;0;0;1;0
184.178.172.18;184.178.172.18;15280;4915;960;6252001;US;United States;;64971;35578;4;0;0;1;0
184.178.172.28;184.178.172.28;15294;4915;1020;4544349;US;United States;Oklahoma City;56458;31733;4;0;0;1;0
192.252.211.197;192.252.211.197;14921;4915;1080;6167865;CA;Canada;Toronto;39558;28720;4;0;0;0;1
70.166.65.160;70.166.65.160;4145;4915;880;4229476;US;United States;Warner Robins;884;851;4;0;0;1;0
8.215.47.191;8.215.47.191;10080;4916;1240;1642911;ID;Indonesia;Jakarta;348;347;4;0;0;0;1
121.169.46.116;121.169.46.116;1090;4918;2760;1839652;KR;Korea;Osan;3469;1170;4;0;0;0;1
138.199.25.13;138.199.25.13;3902;4919;1480;1880252;SG;Singapore;Singapore;63;412;4;0;0;0;1
94.74.91.27;94.74.91.27;1081;4919;1900;1880252;SG;Singapore;Singapore;352;65;4;0;0;0;1
174.138.61.184;174.138.61.184;1080;4921;1140;5096699;US;United States;Clifton;361;67;4;0;0;0;1
172.67.182.94;172.67.182.94;80;4970;4480;6252001;US;United States;;21904;865;1;1;0;0;0
172.67.181.190;172.67.181.190;80;4970;4520;6252001;US;United States;;17772;875;1;1;0;0;0
141.101.122.17;141.101.122.17;80;4970;4520;6255149;;;;11012;766;1;1;0;0;0
172.67.180.254;172.67.180.254;80;4970;4660;6252001;US;United States;;9971;837;1;1;0;0;0
141.101.120.35;141.101.120.35;80;4970;4520;6255149;;;;10067;770;1;1;0;0;0
141.101.121.114;141.101.121.114;80;4970;4520;6255149;;;;10125;745;1;1;0;0;0
141.101.122.211;141.101.122.211;80;4970;4500;6255149;;;;10055;739;1;1;0;0;0
159.112.235.27;159.112.235.27;80;4970;4460;6252001;US;United States;;8274;827;1;1;0;0;0
172.67.238.77;172.67.238.77;80;4970;4620;6252001;US;United States;;7666;813;1;1;0;0;0
23.227.39.102;23.227.39.102;80;4970;4520;6094817;CA;Canada;Ottawa;7111;737;1;1;0;0;0
hans.ns.cloudflare.com;172.64.33.175;80;4970;4480;0;;;;3605;743;1;1;0;0;0
173.245.59.151;173.245.59.151;80;4970;4640;0;;;;2646;749;1;1;0;0;0
172.67.135.12;172.67.135.12;80;4970;4500;0;;;;195;127;1;1;0;0;0
173.245.59.179;173.245.59.179;80;4970;4520;0;;;;157;116;1;1;0;0;0
8.35.211.9;8.35.211.9;80;4970;4500;0;;;;133;85;1;1;0;0;0
190.93.246.199;190.93.246.199;80;4970;4640;0;;;;143;92;1;1;0;0;0
141.101.115.39;141.101.115.39;80;4970;4500;0;;;;79;52;1;1;0;0;0
23.227.38.190;23.227.38.190;80;4974;140;6251999;CA;Canada;;13939;870;1;1;0;0;0
172.64.85.123;172.64.85.123;80;4974;100;6252001;US;United States;;7339;754;1;1;0;0;0
172.66.40.144;172.66.40.144;80;4974;140;6252001;US;United States;;4460;725;1;1;0;0;0
172.66.43.112;172.66.43.112;80;4974;160;0;;;;1208;745;1;1;0;0;0
172.67.179.35;172.67.179.35;80;4985;100;6252001;US;United States;;11882;866;1;1;0;0;0
108.162.195.164;108.162.195.164;80;4985;120;0;;;;114;92;1;1;0;0;0
172.67.182.130;172.67.182.130;80;5109;4560;6252001;US;United States;;21908;899;1;1;0;0;0
172.67.167.214;172.67.167.214;80;5109;4660;6252001;US;United States;;14048;844;1;1;0;0;0
172.67.185.202;172.67.185.202;80;5109;4640;6252001;US;United States;;11557;844;1;1;0;0;0
141.101.120.176;141.101.120.176;80;5109;4660;6255149;;;;10173;742;1;1;0;0;0
141.101.121.45;141.101.121.45;80;5109;4660;6255149;;;;10034;763;1;1;0;0;0
141.101.121.216;141.101.121.216;80;5109;4000;6255149;;;;10149;739;1;1;0;0;0
172.66.44.32;172.66.44.32;80;5109;4660;0;;;;2377;747;1;1;0;0;0
8.35.211.66;8.35.211.66;80;5109;4660;0;;;;105;86;1;1;0;0;0
172.67.177.108;172.67.177.108;80;5110;3960;6252001;US;United States;;14053;870;1;1;0;0;0
23.227.38.92;23.227.38.92;80;5110;3960;6251999;CA;Canada;;13984;870;1;1;0;0;0
172.67.175.106;172.67.175.106;80;5110;3960;6252001;US;United States;;10789;813;1;1;0;0;0
172.64.149.49;172.64.149.49;80;5110;3300;6252001;US;United States;;9394;769;1;1;0;0;0
108.162.198.72;108.162.198.72;80;5110;3960;6252001;US;United States;;7114;676;1;1;0;0;0
172.67.173.111;172.67.173.111;80;5110;3960;6252001;US;United States;;6430;775;1;1;0;0;0
172.67.155.148;172.67.155.148;80;5110;3960;0;;;;2527;722;1;1;0;0;0
172.67.181.3;172.67.181.3;80;5113;140;6252001;US;United States;;21621;944;1;1;0;0;0
172.67.73.212;172.67.73.212;80;5113;140;6252001;US;United States;;11863;766;1;1;0;0;0
141.101.123.36;141.101.123.36;80;5113;120;6255149;;;;9755;741;1;1;0;0;0
172.67.74.181;172.67.74.181;80;5113;160;6252001;US;United States;;6134;708;1;1;0;0;0
172.64.52.38;172.64.52.38;80;5113;160;0;;;;1742;742;1;1;0;0;0
141.101.113.44;141.101.113.44;80;5113;160;0;;;;110;65;1;1;0;0;0
172.64.156.45;172.64.156.45;80;5124;140;6252001;US;United States;;7198;750;1;1;0;0;0
pppeoldf2.practicetechnologies.cw.zerolag.com;67.201.33.10;25283;5225;1320;5351515;US;United States;Garden Grove;8498;681;4;0;0;0;1
172.67.224.254;172.67.224.254;80;5235;100;6252001;US;United States;;11167;843;1;1;0;0;0
45.12.31.160;45.12.31.160;80;5236;20;798549;RO;Romania;;13700;977;1;1;0;0;0
159.112.235.243;159.112.235.243;80;5236;20;6252001;US;United States;;8225;845;1;1;0;0;0
172.67.75.187;172.67.75.187;80;5268;100;6252001;US;United States;;11924;768;1;1;0;0;0
172.64.150.229;172.64.150.229;80;5268;160;6252001;US;United States;;10856;787;1;1;0;0;0
172.67.182.117;172.67.182.117;80;5341;140;6252001;US;United States;;21996;883;1;1;0;0;0
172.67.157.169;172.67.157.169;80;5341;160;6252001;US;United States;;18563;862;1;1;0;0;0
172.64.155.2;172.64.155.2;80;5341;160;6252001;US;United States;;11219;786;1;1;0;0;0
172.67.84.132;172.67.84.132;80;5341;140;6252001;US;United States;;10332;755;1;1;0;0;0
141.101.120.15;141.101.120.15;80;5341;140;6255149;;;;10163;740;1;1;0;0;0
141.101.122.172;141.101.122.172;80;5341;160;6255149;;;;10080;753;1;1;0;0;0
141.101.122.217;141.101.122.217;80;5341;140;6255149;;;;10136;752;1;1;0;0;0
188.114.96.45;188.114.96.45;80;5341;160;2759794;NL;Netherlands;Amsterdam;9941;813;1;1;0;0;0
172.67.178.42;172.67.178.42;80;5341;140;6252001;US;United States;;5954;730;1;1;0;0;0
hello-world-ancient-silence-3139.taherifarid70.workers.dev;188.114.96.1;80;5341;160;2759794;NL;Netherlands;Amsterdam;4076;771;1;1;0;0;0
172.64.150.102;172.64.150.102;80;5341;160;0;;;;3582;756;1;1;0;0;0
172.64.91.163;172.64.91.163;80;5341;140;0;;;;196;144;1;1;0;0;0
108.162.193.138;108.162.193.138;80;5341;160;0;;;;175;98;1;1;0;0;0
108.162.195.22;108.162.195.22;80;5341;160;0;;;;73;51;1;1;0;0;0
185.162.231.106;185.162.231.106;80;5342;20;174982;AM;Armenia;;17760;980;1;1;0;0;0
185.162.228.52;185.162.228.52;80;5342;20;174982;AM;Armenia;;13650;957;1;1;0;0;0
172.67.181.100;172.67.181.100;80;5428;140;6252001;US;United States;;21930;909;1;1;0;0;0
170.114.46.0;170.114.46.0;80;5428;20;6252001;US;United States;;9206;865;1;1;0;0;0
108.162.193.150;108.162.193.150;80;5428;140;0;;;;139;93;1;1;0;0;0
23.227.60.126;23.227.60.126;80;5428;120;6251999;CA;Canada;;103;86;1;1;0;0;0
66.235.200.97;66.235.200.97;80;5520;4520;6252001;US;United States;;9253;786;1;1;0;0;0
172.67.229.29;172.67.229.29;80;5524;120;6252001;US;United States;;6235;779;1;1;0;0;0
elob-market.orange.com;141.101.90.98;80;5524;80;6252001;US;United States;;6308;437;1;1;0;0;0
172.64.148.165;172.64.148.165;80;5524;100;5391959;US;United States;San Francisco;3910;740;1;1;0;0;0
172.67.181.4;172.67.181.4;80;5600;160;6252001;US;United States;;21893;892;1;1;0;0;0
23.227.38.192;23.227.38.192;80;5600;140;6251999;CA;Canada;;13866;906;1;1;0;0;0
172.67.239.72;172.67.239.72;80;5600;160;6252001;US;United States;;10748;839;1;1;0;0;0
172.67.121.55;172.67.121.55;80;5600;100;6252001;US;United States;;8847;777;1;1;0;0;0
108.162.193.78;108.162.193.78;80;5600;140;0;;;;3666;762;1;1;0;0;0
108.162.193.158;108.162.193.158;80;5600;160;0;;;;3552;755;1;1;0;0;0
190.93.244.146;190.93.244.146;80;5600;160;0;;;;114;78;1;1;0;0;0
172.67.181.62;172.67.181.62;80;5660;3200;6252001;US;United States;;21776;911;1;1;0;0;0
173.245.49.39;173.245.49.39;80;5660;3200;2988507;FR;France;Paris;16881;898;1;1;0;0;0
141.101.120.230;141.101.120.230;80;5660;2600;6255149;;;;10147;746;1;1;0;0;0
141.101.122.199;141.101.122.199;80;5660;3180;6255149;;;;10151;740;1;1;0;0;0
23.227.39.27;23.227.39.27;80;5660;2600;6094817;CA;Canada;Ottawa;7172;738;1;1;0;0;0
8.35.211.26;8.35.211.26;80;5660;2600;0;;;;135;95;1;1;0;0;0
172.67.167.140;172.67.167.140;80;5663;200;6252001;US;United States;;14003;844;1;1;0;0;0
141.101.122.242;141.101.122.242;80;5663;120;6255149;;;;10138;739;1;1;0;0;0
172.67.188.209;172.67.188.209;80;5663;180;6252001;US;United States;;8398;817;1;1;0;0;0
172.67.222.11;172.67.222.11;80;5663;160;6252001;US;United States;;5737;760;1;1;0;0;0
172.67.195.171;172.67.195.171;80;5663;160;6252001;US;United States;;5365;759;1;1;0;0;0
172.67.154.154;172.67.154.154;80;5663;100;0;;;;101;75;1;1;0;0;0
23.227.39.101;23.227.39.101;80;5675;80;6094817;CA;Canada;Ottawa;9664;732;1;1;0;0;0
172.67.70.9;172.67.70.9;80;5806;160;6252001;US;United States;;16213;804;1;1;0;0;0
172.67.187.196;172.67.187.196;80;5806;140;6252001;US;United States;;10109;815;1;1;0;0;0
172.67.124.147;172.67.124.147;80;5806;140;6252001;US;United States;;8200;760;1;1;0;0;0
172.67.182.150;172.67.182.150;80;5807;120;6252001;US;United States;;22000;906;1;1;0;0;0
172.67.182.71;172.67.182.71;80;5807;120;6252001;US;United States;;21670;894;1;1;0;0;0
172.67.181.76;172.67.181.76;80;5807;100;6252001;US;United States;;21543;902;1;1;0;0;0
141.101.123.223;141.101.123.223;80;5807;120;6255149;;;;16812;817;1;1;0;0;0
172.64.149.21;172.64.149.21;80;5807;120;6252001;US;United States;;9388;769;1;1;0;0;0
45.131.5.181;45.131.5.181;80;5807;20;2750405;NL;Netherlands;;8691;849;1;1;0;0;0
172.67.204.23;172.67.204.23;80;5807;120;6252001;US;United States;;7992;822;1;1;0;0;0
172.67.222.111;172.67.222.111;80;5825;4620;6252001;US;United States;;21785;897;1;1;0;0;0
172.67.181.211;172.67.181.211;80;5825;3920;6252001;US;United States;;17683;885;1;1;0;0;0
173.245.49.4;173.245.49.4;80;5825;4620;2988507;FR;France;Paris;17016;877;1;1;0;0;0
172.67.167.113;172.67.167.113;80;5825;3260;6252001;US;United States;;14099;838;1;1;0;0;0
172.67.191.242;172.67.191.242;80;5825;4620;6252001;US;United States;;11530;844;1;1;0;0;0
172.67.192.20;172.67.192.20;80;5825;4620;6252001;US;United States;;11534;841;1;1;0;0;0
172.67.82.30;172.67.82.30;80;5825;3260;6252001;US;United States;;10641;766;1;1;0;0;0
141.101.121.176;141.101.121.176;80;5825;4620;6255149;;;;10129;736;1;1;0;0;0
172.64.146.175;172.64.146.175;80;5825;3260;6252001;US;United States;;9309;769;1;1;0;0;0
172.67.72.12;172.67.72.12;80;5825;4620;0;;;;3174;732;1;1;0;0;0
108.162.193.203;108.162.193.203;80;5825;3920;0;;;;138;91;1;1;0;0;0
172.67.167.92;172.67.167.92;80;5828;120;6252001;US;United States;;13990;858;1;1;0;0;0
141.193.213.227;141.193.213.227;80;5828;20;6252001;US;United States;;10654;886;1;1;0;0;0
172.64.149.61;172.64.149.61;80;5828;160;6252001;US;United States;;9318;761;1;1;0;0;0
172.64.88.89;172.64.88.89;80;5828;140;6252001;US;United States;;8322;781;1;1;0;0;0
172.67.167.87;172.67.167.87;80;5828;140;6252001;US;United States;;7835;797;1;1;0;0;0
172.67.161.228;172.67.161.228;80;5828;120;6252001;US;United States;;5042;751;1;1;0;0;0
172.67.144.182;172.67.144.182;80;5828;140;6252001;US;United States;;4975;755;1;1;0;0;0
webdisk.ganecadigital.com;188.114.96.1;80;5828;160;0;;;;3084;763;1;1;0;0;0
172.67.239.178;172.67.239.178;80;5828;160;0;;;;190;148;1;1;0;0;0
141.101.120.219;141.101.120.219;80;5829;140;6255149;;;;10153;749;1;1;0;0;0
8.35.211.46;8.35.211.46;80;5829;140;0;;;;161;108;1;1;0;0;0
172.67.167.79;172.67.167.79;80;5840;120;6252001;US;United States;;14049;856;1;1;0;0;0
172.67.219.146;172.67.219.146;80;5840;160;6252001;US;United States;;10752;817;1;1;0;0;0
spargut.com;8.6.112.6;80;5840;120;2759794;NL;Netherlands;Amsterdam;4614;743;1;1;0;0;0
188.114.99.48;188.114.99.48;80;5840;120;0;;;;2998;768;1;1;0;0;0
173.245.49.111;173.245.49.111;80;5864;100;2988507;FR;France;Paris;13877;891;1;1;0;0;0
188.114.96.216;188.114.96.216;80;5864;120;0;;;;3028;766;1;1;0;0;0
173.245.49.89;173.245.49.89;80;5882;3980;2988507;FR;France;Paris;13906;877;1;1;0;0;0
172.67.161.148;172.67.161.148;80;5882;4660;6252001;US;United States;;9957;811;1;1;0;0;0
141.101.113.183;141.101.113.183;80;5945;4620;0;;;;113;91;1;1;0;0;0
173.245.49.67;173.245.49.67;80;5949;160;2988507;FR;France;Paris;13827;890;1;1;0;0;0
172.67.165.11;172.67.165.11;80;5949;120;6252001;US;United States;;10827;838;1;1;0;0;0
art.ns.cloudflare.com;108.162.193.102;80;5949;140;0;;;;3577;754;1;1;0;0;0
185.146.173.66;185.146.173.66;80;5949;920;2661886;SE;Sweden;;2476;760;1;1;0;0;0
172.67.159.131;172.67.159.131;80;5950;140;6252001;US;United States;;8823;813;1;1;0;0;0
173.245.49.207;173.245.49.207;80;5957;4500;2988507;FR;France;Paris;8246;768;1;1;0;0;0
173.245.49.177;173.245.49.177;80;5958;3800;2988507;FR;France;Paris;8305;764;1;1;0;0;0
www.kelas.ruangguru.com;188.114.97.1;80;5958;3820;3060972;SK;Slovakia;Bratislava;826;775;1;1;0;0;0
108.162.195.27;108.162.195.27;80;5961;140;6252001;US;United States;;6790;790;1;1;0;0;0
192.111.129.145;192.111.129.145;16894;5979;1080;6167865;CA;Canada;Toronto;42508;32565;4;0;0;0;1
68.71.252.38;68.71.252.38;4145;5983;1260;6252001;US;United States;;6771;1664;4;0;0;0;1
193.233.254.8;193.233.254.8;1080;5987;1040;2925533;DE;Germany;Frankfurt am Main;184;93;4;0;0;1;0
173.245.49.38;173.245.49.38;80;5995;140;2988507;FR;France;Paris;16038;876;1;1;0;0;0
185.238.228.82;185.238.228.82;80;5995;40;2510769;ES;Spain;;11264;877;1;1;0;0;0
141.101.123.155;141.101.123.155;80;5995;160;6255149;;;;10065;743;1;1;0;0;0
173.245.49.129;173.245.49.129;80;5995;160;2988507;FR;France;Paris;8219;795;1;1;0;0;0
212.183.88.153;212.183.88.153;80;5995;20;2782113;AT;Austria;;7680;823;1;1;0;0;0
188.114.98.229;188.114.98.229;80;5995;140;2759794;NL;Netherlands;Amsterdam;6948;767;1;1;0;0;0
172.67.211.111;172.67.211.111;80;5995;160;6252001;US;United States;;5334;776;1;1;0;0;0
172.64.145.95;172.64.145.95;80;5995;180;0;;;;3548;741;1;1;0;0;0
72.205.0.93;72.205.0.93;4145;6098;2420;4760059;US;United States;Fredericksburg;4491;1772;4;0;0;1;0
184.182.240.211;184.182.240.211;4145;6100;1000;5308655;US;United States;Phoenix;368;442;4;0;0;1;0
184.181.178.33;184.181.178.33;4145;6101;1020;6252001;US;United States;;1497;1279;4;0;0;1;0
172.65.90.0;172.65.90.0;80;6148;1340;0;;;;5061;109;1;1;0;0;0
172.67.83.66;172.67.83.66;80;6150;100;6252001;US;United States;;9781;767;1;1;0;0;0
159.112.235.239;159.112.235.239;80;6178;4900;6252001;US;United States;;8995;838;1;1;0;0;0
172.67.188.20;172.67.188.20;80;6181;2100;6252001;US;United States;;11551;828;1;1;0;0;0
173.245.49.5;173.245.49.5;80;6183;160;2988507;FR;France;Paris;17091;878;1;1;0;0;0
173.245.49.35;173.245.49.35;80;6183;160;2988507;FR;France;Paris;16970;884;1;1;0;0;0
172.67.180.52;172.67.180.52;80;6183;140;6252001;US;United States;;15057;893;1;1;0;0;0
172.67.180.24;172.67.180.24;80;6183;140;6252001;US;United States;;15182;854;1;1;0;0;0
172.67.75.182;172.67.75.182;80;6183;160;6252001;US;United States;;11923;759;1;1;0;0;0
172.67.141.14;172.67.141.14;80;6183;120;6252001;US;United States;;10067;800;1;1;0;0;0
141.101.121.138;141.101.121.138;80;6183;160;6255149;;;;10240;739;1;1;0;0;0
141.101.121.230;141.101.121.230;80;6183;160;6255149;;;;10122;739;1;1;0;0;0
188.114.96.79;188.114.96.79;80;6183;60;2759794;NL;Netherlands;Amsterdam;9892;828;1;1;0;0;0
172.67.70.122;172.67.70.122;80;6183;160;6252001;US;United States;;8918;745;1;1;0;0;0
172.67.243.28;172.67.243.28;80;6183;120;6252001;US;United States;;8482;820;1;1;0;0;0
172.67.103.217;172.67.103.217;80;6183;160;6252001;US;United States;;8516;737;1;1;0;0;0
173.245.49.123;173.245.49.123;80;6183;160;2988507;FR;France;Paris;8356;757;1;1;0;0;0
172.67.219.31;172.67.219.31;80;6183;120;6252001;US;United States;;4927;751;1;1;0;0;0
changelog.shopify.com;185.146.173.20;80;6183;100;2661886;SE;Sweden;;3744;762;1;1;0;0;0
188.114.99.243;188.114.99.243;80;6183;140;0;;;;2998;744;1;1;0;0;0
172.64.32.158;172.64.32.158;80;6183;120;0;;;;2881;752;1;1;0;0;0
173.245.59.169;173.245.59.169;80;6183;160;0;;;;2827;741;1;1;0;0;0
cdn.covid19.go.id;188.114.97.1;80;6183;120;0;;;;1881;785;1;1;0;0;0
172.67.72.77;172.67.72.77;80;6183;120;0;;;;1802;732;1;1;0;0;0
172.67.164.104;172.67.164.104;80;6183;160;0;;;;1369;757;1;1;0;0;0
forum.ruangguru.com;188.114.96.1;80;6183;140;3060972;SK;Slovakia;Bratislava;1090;746;1;1;0;0;0
23.227.60.101;23.227.60.101;80;6183;160;6251999;CA;Canada;;183;106;1;1;0;0;0
141.101.115.12;141.101.115.12;80;6183;160;0;;;;159;94;1;1;0;0;0
8.35.211.57;8.35.211.57;80;6183;120;0;;;;131;98;1;1;0;0;0
185.146.173.53;185.146.173.53;80;6183;140;2661886;SE;Sweden;;151;86;1;1;0;0;0
141.101.115.236;141.101.115.236;80;6183;120;0;;;;88;64;1;1;0;0;0
172.64.33.54;172.64.33.54;80;6241;4600;6252001;US;United States;;5215;764;1;1;0;0;0
172.67.75.8;172.67.75.8;80;6242;3360;0;;;;870;720;1;1;0;0;0
141.101.123.117;141.101.123.117;80;6246;140;6255149;;;;10051;739;1;1;0;0;0
172.67.70.205;172.67.70.205;80;6246;140;6252001;US;United States;;8980;737;1;1;0;0;0
172.67.180.247;172.67.180.247;80;6257;120;6252001;US;United States;;11913;834;1;1;0;0;0
172.67.181.206;172.67.181.206;80;6258;160;6252001;US;United States;;17744;868;1;1;0;0;0
172.67.181.138;172.67.181.138;80;6280;100;6252001;US;United States;;22065;874;1;1;0;0;0
172.67.182.159;172.67.182.159;80;6280;140;6252001;US;United States;;20935;886;1;1;0;0;0
172.67.70.131;172.67.70.131;80;6280;100;6252001;US;United States;;16170;824;1;1;0;0;0
172.67.176.186;172.67.176.186;80;6280;160;6252001;US;United States;;14007;868;1;1;0;0;0
141.101.123.72;141.101.123.72;80;6280;100;6255149;;;;10079;756;1;1;0;0;0
172.64.149.44;172.64.149.44;80;6280;120;6252001;US;United States;;9399;780;1;1;0;0;0
172.67.70.60;172.67.70.60;80;6280;120;6252001;US;United States;;8961;738;1;1;0;0;0
159.112.235.203;159.112.235.203;80;6280;20;6252001;US;United States;;6901;819;1;1;0;0;0
hidemy.io;188.114.96.1;80;6280;100;0;;;;3134;857;1;1;0;0;0
172.67.190.16;172.67.190.16;80;6299;3900;6252001;US;United States;;10829;822;1;1;0;0;0
188.114.99.14;188.114.99.14;80;6299;4620;0;;;;3010;761;1;1;0;0;0
192.252.220.89;192.252.220.89;4145;6345;980;6252001;US;United States;;17125;6627;4;0;0;1;0
208.102.51.6;208.102.51.6;58208;6346;3920;4282342;US;United States;Alexandria;65535;12286;4;0;0;1;0
192.111.135.17;192.111.135.17;18302;6349;920;5325866;US;United States;Baldwin Park;35596;31415;4;0;0;1;0
184.182.240.12;184.182.240.12;4145;6352;1020;5308655;US;United States;Phoenix;423;606;4;0;0;1;0
208.65.90.21;208.65.90.21;4145;6354;920;6252001;US;United States;;17482;6583;4;0;0;1;0
98.182.147.97;98.182.147.97;4145;6354;940;5506956;US;United States;Las Vegas;2671;222;4;0;0;1;0
98.182.171.161;98.182.171.161;4145;6354;920;5505411;US;United States;Henderson;2613;245;4;0;0;1;0
202.62.59.138;202.62.59.138;1080;6357;1440;1821306;KH;Cambodia;Phnom Penh;98;77;4;0;0;0;1
209.97.150.167;209.97.150.167;1080;6359;1620;5096699;US;United States;Clifton;11763;13457;4;0;0;0;1
141.101.121.78;141.101.121.78;80;6441;120;6255149;;;;10149;745;1;1;0;0;0
172.66.0.157;172.66.0.157;80;6441;100;0;;;;3457;739;1;1;0;0;0
108.162.193.49;108.162.193.49;80;6441;140;0;;;;105;70;1;1;0;0;0
172.67.254.135;172.67.254.135;80;6475;4660;6252001;US;United States;;16734;873;1;1;0;0;0
23.227.38.117;23.227.38.117;80;6475;4560;6251999;CA;Canada;;14008;865;1;1;0;0;0
172.67.185.172;172.67.185.172;80;6475;4560;6252001;US;United States;;11590;827;1;1;0;0;0
141.101.122.95;141.101.122.95;80;6475;4660;6255149;;;;10074;761;1;1;0;0;0
172.67.240.33;172.67.240.33;80;6475;4560;6252001;US;United States;;9107;815;1;1;0;0;0
172.67.70.143;172.67.70.143;80;6475;4560;6252001;US;United States;;8962;735;1;1;0;0;0
services.shopify.com;185.146.173.20;80;6475;4520;2661886;SE;Sweden;;3725;777;1;1;0;0;0
31.43.179.40;31.43.179.40;80;6479;40;1522867;KZ;Kazakstan;;12059;942;1;1;0;0;0
172.67.182.21;172.67.182.21;80;6479;120;6252001;US;United States;;11529;839;1;1;0;0;0
172.67.88.216;172.67.88.216;80;6479;80;0;;;;1799;721;1;1;0;0;0
172.67.179.248;172.67.179.248;80;6479;120;0;;;;1422;749;1;1;0;0;0
23.227.60.27;23.227.60.27;80;6479;100;6251999;CA;Canada;;113;78;1;1;0;0;0
172.67.68.10;172.67.68.10;80;6490;80;6252001;US;United States;;15419;790;1;1;0;0;0
172.67.176.227;172.67.176.227;80;6490;160;6252001;US;United States;;14000;865;1;1;0;0;0
172.67.141.210;172.67.141.210;80;6490;100;6252001;US;United States;;10743;838;1;1;0;0;0
141.101.120.3;141.101.120.3;80;6490;120;6255149;;;;10047;778;1;1;0;0;0
141.101.120.178;141.101.120.178;80;6490;120;6255149;;;;10151;759;1;1;0;0;0
172.67.166.145;172.67.166.145;80;6490;140;6252001;US;United States;;8773;819;1;1;0;0;0
23.227.39.9;23.227.39.9;80;6490;160;6094817;CA;Canada;Ottawa;8265;721;1;1;0;0;0
172.67.167.38;172.67.167.38;80;6490;120;6252001;US;United States;;7871;802;1;1;0;0;0
188.114.96.180;188.114.96.180;80;6490;140;0;;;;2978;763;1;1;0;0;0
185.146.173.194;185.146.173.194;80;6490;120;2661886;SE;Sweden;;126;88;1;1;0;0;0
8.35.211.51;8.35.211.51;80;6490;100;0;;;;119;81;1;1;0;0;0
172.67.185.182;172.67.185.182;80;6511;140;6252001;US;United States;;11536;845;1;1;0;0;0
172.67.191.245;172.67.191.245;80;6511;100;6252001;US;United States;;11591;846;1;1;0;0;0
141.101.121.75;141.101.121.75;80;6511;120;6255149;;;;10063;741;1;1;0;0;0
23.227.39.147;23.227.39.147;80;6511;120;6094817;CA;Canada;Ottawa;7917;718;1;1;0;0;0
23.227.39.122;23.227.39.122;80;6511;120;6094817;CA;Canada;Ottawa;7762;754;1;1;0;0;0
66.235.200.180;66.235.200.180;80;6667;4560;6252001;US;United States;;7066;779;1;1;0;0;0
172.67.169.151;172.67.169.151;80;6671;160;6252001;US;United States;;10791;833;1;1;0;0;0
23.227.39.119;23.227.39.119;80;6671;140;6094817;CA;Canada;Ottawa;7116;739;1;1;0;0;0
in.shopify.com;185.146.173.20;80;6671;160;2661886;SE;Sweden;;3776;779;1;1;0;0;0
172.67.147.28;172.67.147.28;80;6671;160;0;;;;1432;750;1;1;0;0;0
108.162.198.32;108.162.198.32;80;6671;160;0;;;;127;84;1;1;0;0;0
172.67.255.212;172.67.255.212;80;6799;120;6252001;US;United States;;16376;890;1;1;0;0;0
172.67.167.1;172.67.167.1;80;6799;100;6252001;US;United States;;14145;841;1;1;0;0;0
172.67.176.44;172.67.176.44;80;6799;100;6252001;US;United States;;14034;857;1;1;0;0;0
188.114.96.20;188.114.96.20;80;6799;120;3674962;CO;Colombia;Medell?n;13202;887;1;1;0;0;0
172.67.171.203;172.67.171.203;80;6799;140;6252001;US;United States;;12196;833;1;1;0;0;0
31.43.179.139;31.43.179.139;80;6799;20;1522867;KZ;Kazakstan;;11939;941;1;1;0;0;0
172.67.179.207;172.67.179.207;80;6799;140;6252001;US;United States;;11863;860;1;1;0;0;0
141.101.115.248;141.101.115.248;80;6799;160;6255149;;;;11039;812;1;1;0;0;0
188.114.96.50;188.114.96.50;80;6799;160;2759794;NL;Netherlands;Amsterdam;9931;800;1;1;0;0;0
188.114.96.81;188.114.96.81;80;6799;120;2759794;NL;Netherlands;Amsterdam;9936;788;1;1;0;0;0
173.245.49.132;173.245.49.132;80;6799;160;2988507;FR;France;Paris;8277;762;1;1;0;0;0
66.235.200.222;66.235.200.222;80;6895;180;6252001;US;United States;;7337;774;1;1;0;0;0
172.67.182.97;172.67.182.97;80;6896;120;6252001;US;United States;;22042;867;1;1;0;0;0
